id,path
3608,42 28 22 43 22 108
7644,55 28 22 169 41
12105,16 17 10 28 22 29 71 72
21395,32 162 184 10 10 10 10 11 28 41
20393,119 162 184 10 162 184 10 11 65 36
456,74 75 76 77 78 22 22 22 22 41
13820,42 28 22 43 22 178
2408,74 75 76 77 78 22 22 22 22 38
14654,31 10 10 28 22 22 22 22 37 38
19117,32 10 28 43 22 21 22 186
19804,32 10 28 21 22 22 22 86
17593,42 28 22 43 22 188
7066,42 28 22 43 22 186
15896,69 45 10 10 17 10 11 58 41
1019,32 85 22 22 22 23
7040,74 75 76 77 78 22 22 22 22 23
17323,16 17 10 10 11 10 11 65 36 39
15562,32 33 10 10 10 10 10 28 190
2064,34 17 10 11 58 19 48 15
20776,151 10 17 10 10 11 10 28 22 38
2068,109 17 10 11 54 3 26 19 79 121
19931,16 135 21 22 22 22 43 51
1047,8 184 10 96 97 76 36 39
6359,117 116 3 26 19 127 156
10519,251 252 253 3 26 19 20 36 39
12706,32 33 10 11 61 3 26 19 48 15
20969,57 54 3 26 19 212 222
330,74 75 76 77 78 22 22 22 22 53
21544,99 185 10 10 28 22 37 38
19883,104 28 22 153 123
9121,32 33 10 10 10 10 10 28 155
12704,181 10 10 11 10 11 35 36
10202,73 10 11 58 19 48 18 19 48 49
17435,32 85 22 22 21 22 22 22 23
649,8 14 18 19 20 36
7664,8 165 166 167 47 19 20 21 22 60
2211,197 45 10 40 41
12630,117 116 3 4 5 173 174 10 28 208
126,8 14 18 19 56 21 22 37 38
9633,1 184 10 96 214 78 27
5411,32 85 22 22 21 22 22 22 38
3116,32 10 162 163 164 22 22 22 37 38
11890,189 10 10 10 11 28 113
9165,16 58 21 22 108
7007,16 58 21 22 113
7927,32 10 17 10 28 37 38
17292,16 28 21 22 22 153 123
17381,152 10 17 10 11 12 3 13 14 15
954,16 58 21 22 118
4291,32 85 22 22 22 68
21613,31 10 10 10 10 10 10 28 37 38
4495,109 97 89 3 26 19 87 77 78 27
6988,16 58 21 22 123
18554,8 174 10 17 10 11 35 36
4681,32 85 22 22 21 22 22 22 53
7496,32 10 11 12 3 26 19 63 36 39
8906,122 10 10 40 22 108
6901,16 58 21 22 22 22 22 22 43 41
11774,34 17 10 11 135 19 48 15
11789,1 133 134 3 26 19 63 36 39
17459,9 10 10 11 10 10 11 58 41
8238,246 3 26 19 48 18 19 20 36 41
524,32 85 22 22 22 51
14003,32 85 22 22 21 81
446,32 85 22 22 22 53
14119,9 10 28 22 22 22 43 22 29 30
4569,32 85 22 22 22 52
3311,16 58 21 22 107
11271,189 10 10 10 11 10 28 27
11185,69 45 10 17 10 28 37 38
17250,32 10 10 10 10 10 10 28 37 38
2663,16 135 21 22 27
4157,34 17 10 11 58 19 48 49
4090,16 58 21 22 22 22 22 22 43 51
352,100 101 10 11 35 36 39
1453,32 85 22 22 22 38
19473,73 10 11 58 19 48 18 19 48 15
10522,24 25 12 3 13 2 255 256 38
2224,9 10 10 11 12 3 26 19 56 41
20576,32 85 22 22 22 155
6618,16 58 21 22 190
12092,16 58 21 22 193
2367,34 54 3 26 19 56 19 56 41
2274,9 10 10 11 12 3 26 19 56 51
3008,34 54 3 26 19 56 19 56 51
2368,16 58 21 22 201
7973,42 28 22 171 164 22 29 71 72
2187,9 10 10 11 12 3 26 19 56 59
10570,34 54 3 13 124 131 132 140 88
947,16 58 21 22 183
11596,31 10 10 10 11 58 19 63 64
4747,8 165 166 167 47 19 20 21 22 27
19741,32 85 22 22 22 120
11061,122 10 28 22 22 43 22 37 38
21135,32 85 22 22 22 123
4520,109 97 89 3 26 19 87 77 78 38
11241,102 103 45 10 10 17 10 149 150 113
16474,42 28 22 22 22 43 22 23
8351,32 85 22 22 22 113
1893,32 10 11 28 113
18726,197 45 10 40 81
12885,34 54 3 13 124 131 132 140 141
2219,34 54 3 26 19 56 19 56 59
2665,9 10 10 11 12 3 26 19 56 92
4677,9 10 28 22 22 29 71 72
8481,122 10 10 40 22 188
3599,32 10 10 10 28 23
7492,34 17 10 10 10 10 11 35 36 39
7485,42 28 22 22 22 43 22 38
3269,32 10 10 10 28 27
13570,8 165 166 167 47 19 20 21 22 38
2864,16 58 21 22 155
3856,9 10 28 43 22 153 154 22 37 38
21566,31 10 10 10 11 58 19 63 36
824,119 124 125 126 18 19 127 156
7514,112 54 3 26 19 63 21 22 171 15
13964,24 25 12 3 26 19 260 256 267
5858,119 179 22 171 81
13183,1 184 10 40 22 43 22 171 164 88
14332,119 179 22 172 49
3469,8 14 18 19 79 78 153 154 81
13176,109 184 10 40 22 43 22 171 81
7428,122 10 10 40 22 23
2704,32 33 10 10 162 184 10 40 41
10842,122 10 10 40 22 38
21512,32 10 10 10 28 59
5234,42 10 17 10 11 35 36
6532,32 162 163 164 22 43 22 38
14319,189 10 17 10 10 10 11 35 36 39
14547,69 45 10 11 10 11 35 36 178
13534,117 116 3 26 19 79 90 91
990,32 10 10 10 28 107
561,32 10 10 10 28 108
21173,32 85 22 22 22 178
14659,187 28 22 21 22 22 22 22 37 38
16784,34 168 10 40 81
10601,32 10 11 147 146 140 88
4742,80 10 10 10 11 35 36 39
16888,32 10 10 10 28 88
20537,284 101 10 11 12 3 13 14 15
14620,32 10 10 10 28 86
7565,31 10 10 28 22 22 22 22 22 120
13329,9 10 10 10 11 58 19 20 36 39
21362,16 10 10 28 22 21 22 22 107
11111,34 58 19 20 21 22 43 22 23
10280,157 10 174 10 40 41
20171,8 14 18 19 56 21 22 242
988,34 168 10 40 41
2302,32 85 22 22 29 67
12729,31 10 10 10 10 10 11 65 36 39
3683,74 75 76 77 78 22 22 22 29 67
15263,32 10 10 11 10 28 22 21 22 51
16590,32 10 10 10 10 10 10 28 43 51
21659,34 17 10 10 10 40 41
4876,32 10 10 10 28 114
12978,66 61 3 26 19 20 36 39
13248,109 184 10 40 22 43 22 171 15
8826,32 10 10 10 28 120
689,32 10 10 10 28 123
8767,109 97 89 3 26 19 79 19 48 49
13303,42 85 22 21 22 21 22 38
21364,80 10 11 54 3 54 3 13 14 15
19544,9 10 28 43 22 22 21 22 186
7176,213 10 10 10 11 58 19 48 15
16075,16 10 10 28 22 21 22 22 23
17127,73 10 11 10 28 22 22 23
3515,152 10 11 58 41
16572,32 10 10 10 10 10 10 28 43 41
9506,32 159 177 10 96 97 76 36 39
13170,109 184 10 40 22 43 22 171 49
8485,31 10 10 10 10 11 28 41
17816,119 124 125 126 18 19 127 36
10254,32 10 10 10 28 155
11773,109 97 89 3 26 19 79 19 48 15
3618,32 10 10 10 28 193
903,73 10 11 58 19 48 18 19 56 59
9101,9 10 28 43 22 153 154 22 186
13432,9 10 10 28 22 22 22 43 41
10682,31 10 17 10 96 97 76 36 39
1088,8 14 18 19 56 21 22 183
8992,9 10 28 22 22 43 22 171 15
15006,32 10 10 11 10 28 22 21 22 120
5506,8 14 18 19 56 21 22 190
16182,202 28 22 21 22 38
17684,122 10 162 163 81
3039,207 116 3 26 19 63 36 39
7961,32 10 11 10 28 22 171 81
19976,122 185 10 17 10 11 35 36
7827,73 10 11 58 19 48 18 19 56 41
10954,25 12 3 26 19 56 21 22 190
12116,8 14 18 19 56 21 22 193
3741,32 10 10 10 28 183
1554,32 10 10 10 28 188
16125,34 10 10 11 10 10 10 28 22 23
7555,32 33 10 10 10 10 10 28 120
18295,25 12 3 26 19 56 21 22 183
21518,204 10 28 22 22 22 22 22 38
1042,73 10 11 58 19 48 18 19 56 51
6497,32 10 10 10 28 186
7629,55 28 22 172 49
10491,8 14 18 19 56 21 22 208
14157,16 10 28 43 22 29 30
21099,31 10 10 28 22 22 22 22 29 67
10615,57 54 3 26 19 198 199
18547,32 10 10 10 28 190
5732,109 111 22 22 22 22 53
18452,32 33 10 10 10 10 10 28 114
10693,8 14 18 19 56 21 22 209
6297,119 144 18 19 79 21 22 22 38
13892,109 11 12 3 26 19 63 21 22 120
16818,32 33 10 10 10 10 10 28 108
5134,16 17 10 28 22 171 15
9685,32 10 28 21 22 22 37 38
16546,32 10 10 10 10 10 10 28 43 81
17131,32 33 10 10 10 10 10 28 107
14805,119 179 22 169 41
20612,42 85 22 21 22 21 22 186
8981,9 10 28 22 22 43 22 171 49
9214,122 10 10 10 10 11 28 41
12481,74 75 76 77 78 22 22 22 22 123
289,32 10 17 10 11 12 3 13 14 15
12122,8 14 18 19 56 21 22 225
13606,109 111 22 22 22 22 38
9299,9 10 10 11 12 3 26 19 48 15
11352,25 12 3 26 19 56 21 22 155
14369,62 10 10 162 184 10 40 22 22 53
6603,24 25 89 3 4 46 47 19 63 64
12501,74 75 76 77 78 22 22 22 22 113
7589,32 33 10 10 10 10 10 28 88
21368,74 75 76 77 78 22 22 22 22 108
13663,31 10 10 10 10 10 11 135 39
2077,8 14 18 19 56 21 22 43 51
6994,8 14 18 19 56 21 22 113
8172,32 85 22 22 29 194
11184,69 45 10 17 10 10 28 43 22 178
1146,8 14 18 19 56 21 22 118
7763,32 10 40 22 171 164 22 22 37 38
20625,119 162 184 10 11 10 40 81
7033,8 14 18 19 56 21 22 123
18359,9 10 28 22 22 43 22 171 81
6144,119 179 22 171 15
8472,32 10 11 10 28 22 171 15
9654,16 10 10 11 10 10 11 58 41
6795,119 179 22 169 51
5110,9 10 10 11 12 3 26 19 48 49
173,34 54 3 26 19 56 19 48 15
4826,122 10 10 10 10 96 97 76 36 39
8137,8 14 18 19 56 21 22 43 41
19667,9 10 10 10 11 10 28 114
7401,112 54 3 26 19 63 21 22 171 81
14788,9 10 28 43 22 153 154 22 29 67
12688,25 61 3 26 19 48 15
13609,16 135 21 22 193
3127,122 10 28 82 211
18625,9 10 10 10 11 10 28 108
14593,9 10 10 10 11 10 28 107
19356,122 185 10 10 28 43 51
