id,node_type
205,continueStatement DOWN
177,Throw UP
227,Modulus DOWN
274,generatorMethod DOWN
281,labelledStatement TOP
9,block TOP
270,Do UP
215,LessThanEquals DOWN
217,PlusAssign UP
40,eos DOWN
75,Break DOWN
263,lastElement UP
46,GreaterThanEquals DOWN
30,Identifier DOWN
138,BooleanLiteral DOWN
266,HexIntegerLiteral DOWN
15,variableDeclarationList DOWN
116,returnStatement DOWN
73,Minus UP
68,This UP
145,Multiply UP
96,Colon DOWN
21,expressionStatement UP
118,Delete DOWN
197,switchStatement DOWN
283,labelledStatement DOWN
179,caseClause UP
22,statementList TOP
86,sourceElement DOWN
236,catchProduction TOP
6,variableStatement UP
42,OpenBracket UP
134,objectLiteral DOWN
241,tryStatement TOP
66,varModifier DOWN
172,throwStatement DOWN
176,throwStatement TOP
190,switchStatement TOP
237,tryStatement DOWN
254,RegularExpressionLiteral DOWN
155,TemplateStringLiteral DOWN
251,Class DOWN
92,expressionSequence TOP
12,statementList DOWN
72,Dot DOWN
225,Function DOWN
242,catchProduction DOWN
37,singleExpression TOP
181,caseClause DOWN
29,DecimalLiteral DOWN
243,keyword UP
133,objectLiteral TOP
141,Plus UP
223,Function UP
26,expressionSequence DOWN
256,Instanceof UP
84,literal UP
14,variableStatement DOWN
195,Break UP
78,GreaterThanEquals UP
88,And DOWN
267,HexIntegerLiteral UP
139,Equals_ UP
239,reservedWord DOWN
218,Typeof DOWN
232,Ellipsis DOWN
111,StringLiteral DOWN
58,eos UP
272,Catch UP
210,In DOWN
183,caseBlock TOP
1,OpenParen UP
117,Return DOWN
112,This DOWN
150,variableDeclarationList TOP
152,Super UP
193,Default UP
128,elementList UP
180,caseClauses TOP
158,propertyName UP
247,emptyStatement UP
230,lastArgument UP
122,NullLiteral DOWN
124,NotEquals DOWN
67,Const DOWN
178,Case UP
91,Comma UP
61,For UP
264,formalParameterArg TOP
136,IdentityNotEquals UP
87,Or UP
98,PlusPlus UP
131,arrayLiteral UP
142,Divide DOWN
185,caseClauses UP
233,lastArgument TOP
80,identifierName DOWN
81,If UP
224,functionDeclaration DOWN
76,OpenBrace DOWN
57,SemiColon UP
31,CloseBracket UP
69,ifStatement UP
188,caseBlock UP
162,arrowFunctionParameters DOWN
13,statement DOWN
171,functionBody UP
52,block UP
135,QuestionMark DOWN
273,lastFormalParameterArg UP
